trade_id,stock_symbol,quantity,purchase_price,sale_price,purchase_date,sale_date,profit,transaction_type,broker_name
609,IART,2333,803.7,264.08,5/9/2018,7/5/2006,-539.62,Buy,Oyope
610,APPS,390,978.34,867.7,8/26/2004,8/22/2012,-110.64,Buy,Zoombox
611,ACCO,6249,765.52,533.16,9/28/2017,9/27/2012,-232.36,Sell,Rooxo
612,XKE,3639,29.0,941.58,3/22/2009,1/29/2013,912.58,Buy,Buzzster
613,MTGE,8444,398.15,365.5,9/18/2007,11/14/2001,-32.65,Sell,Agimba
614,PFIS,9783,6.03,182.85,11/4/2006,12/10/2013,176.82,Buy,Realbridge
615,HGH,4752,406.59,390.66,12/16/2017,10/8/2006,-15.93,Buy,Eire
616,DG,9743,536.32,581.9,11/9/2010,1/4/2010,45.58,Buy,Twitternation
617,BCOV,8337,522.61,121.06,8/9/2012,7/21/2021,-401.55,Sell,Buzzdog
618,CC,3603,386.44,639.94,2/13/2008,11/5/2022,253.5,Buy,Fadeo
619,JSYN,9883,271.13,685.47,4/27/2009,5/10/2014,414.34,Sell,Wikibox
620,DKL,6689,910.87,268.43,12/16/2017,8/13/2013,-642.44,Sell,Dynabox
621,CAT,9551,557.99,340.07,10/27/2020,2/3/2020,-217.92,Sell,Fivespan
622,FTRI,3211,487.97,773.66,12/20/2021,2/20/2002,285.69,Sell,Browsedrive
623,AIB,8235,387.55,660.44,4/3/2002,2/14/2007,272.89,Sell,Podcat
624,PCTI,13,652.09,86.67,5/4/2013,8/5/2017,-565.42,Sell,Twinder
625,DSE,8668,716.98,608.82,2/25/2012,8/8/2012,-108.16,Sell,Kwimbee
626,SF,9695,75.94,352.32,6/21/2018,6/20/2010,276.38,Buy,Camido
627,GWR,8351,875.79,976.37,8/8/2004,8/9/2008,100.58,Buy,Thoughtsphere
628,SIRI,5481,839.12,290.45,10/30/2022,7/17/2016,-548.67,Buy,Aimbu
629,NWFL,5362,266.01,506.87,11/20/2017,7/21/2014,240.86,Buy,Lazzy
630,MTL,5656,693.06,477.37,7/4/2008,1/21/2003,-215.69,Buy,Tekfly
631,MER^K,6989,77.35,312.79,2/21/2016,10/4/2012,235.44,Sell,Wordware
632,TRHC,9878,563.85,560.0,6/28/2010,5/26/2006,-3.85,Sell,Katz
633,FVC,7421,492.92,627.24,8/6/2010,8/31/2020,134.32,Buy,Topiczoom
634,GER,3108,647.87,158.34,8/11/2011,6/25/2002,-489.53,Sell,Demimbu
635,SINA,4958,281.38,722.34,1/2/2014,6/5/2011,440.96,Buy,Skimia
636,HYT,2828,580.47,210.05,8/29/2007,9/30/2010,-370.42,Sell,Ntags
637,FMO,858,190.81,596.49,9/12/2020,5/29/2018,405.68,Buy,Tambee
638,FJP,8917,709.31,844.56,9/4/2019,10/30/2016,135.25,Buy,Myworks
639,BRKR,1785,610.2,56.6,12/3/2001,4/30/2014,-553.6,Sell,Skiptube
640,ALLE,7755,652.72,176.84,4/24/2020,9/15/2015,-475.88,Sell,Brainlounge
641,RFEU,547,675.81,896.1,8/6/2011,7/29/2011,220.29,Sell,Skaboo
642,NVMI,3864,902.31,20.96,4/26/2013,11/2/2004,-881.35,Buy,Zazio
643,HLF,3715,542.42,488.26,4/30/2016,10/19/2011,-54.16,Sell,Devpulse
644,MIME,4757,930.17,970.74,12/6/2010,7/28/2003,40.57,Buy,Wordify
645,SMSI,2782,402.75,162.01,9/28/2006,8/18/2016,-240.74,Sell,Realblab
646,CEM,6487,644.67,318.55,9/5/2013,10/18/2005,-326.12,Sell,Demizz
647,GGP,6756,772.16,682.54,5/27/2014,10/20/2020,-89.62,Sell,Devbug
648,LND,8352,773.8,372.92,3/28/2017,7/13/2017,-400.88,Sell,Yakijo
649,NSM,2962,650.15,714.88,11/12/2008,4/26/2014,64.73,Buy,Aimbu
650,BOFI,8859,278.29,928.24,1/4/2003,12/15/2004,649.95,Sell,Topicware
651,OLED,3232,247.35,546.51,7/7/2006,10/9/2000,299.16,Sell,Edgepulse
652,FCEL,526,349.37,696.38,3/14/2008,9/22/2004,347.01,Sell,Edgeify
653,PBH,6441,377.9,666.65,5/24/2005,6/12/2018,288.75,Buy,Realbridge
654,WSBC,9068,984.72,99.73,2/11/2014,8/28/2016,-884.99,Buy,Oba
655,CHGG,3738,179.81,132.16,10/22/2018,2/22/2002,-47.65,Buy,Flashspan
656,FANG,9542,68.73,173.41,10/25/2002,5/29/2000,104.68,Sell,Plajo
657,CSML,4838,93.47,639.67,10/1/2007,7/18/2022,546.2,Sell,Abatz
658,MASI,530,996.5,572.0,11/21/2006,5/5/2018,-424.5,Sell,Thoughtworks
659,RRC,8803,292.26,793.15,8/16/2020,10/7/2002,500.89,Buy,Zoovu
660,RETA,4690,261.94,826.12,5/13/2012,7/1/2011,564.18,Sell,Edgeclub
661,LHO^I,5675,229.26,918.79,7/23/2000,9/28/2007,689.53,Buy,Youfeed
662,ETG,3923,673.88,291.99,5/4/2012,7/30/2013,-381.89,Sell,Edgepulse
663,GE,5117,47.41,734.09,11/20/2010,1/31/2016,686.68,Buy,Fivechat
664,SMMT,8279,67.08,422.08,5/15/2006,9/25/2011,355.0,Buy,Realbridge
665,MRUS,8199,974.17,505.94,7/4/2014,6/13/2012,-468.23,Buy,Feedfire
666,AOBC,5569,16.25,24.91,8/1/2000,12/22/2016,8.66,Buy,Trudeo
667,RQI,3350,149.79,304.48,1/30/2022,8/6/2014,154.69,Sell,Devshare
668,CHCI,101,821.37,793.72,2/1/2020,11/4/2021,-27.65,Sell,Yodel
669,IBKCP,9071,831.97,913.66,4/24/2020,5/6/2011,81.69,Sell,Tanoodle
670,DGICB,4395,13.6,700.26,1/28/2017,7/19/2009,686.66,Buy,Linkbridge
671,CENTA,3913,719.17,351.08,5/23/2010,1/30/2002,-368.09,Sell,Npath
672,CIE,7676,337.61,147.54,3/9/2011,8/8/2013,-190.07,Buy,Jabberstorm
673,FBIZ,1761,83.06,657.31,12/4/2018,4/14/2006,574.25,Buy,Youspan
674,ARCO,3480,590.84,349.38,11/6/2014,2/24/2016,-241.46,Buy,Brightbean
675,USAP,2657,850.33,184.23,9/16/2001,3/11/2014,-666.1,Buy,Oodoo
676,KYN^F,1450,614.43,40.92,3/22/2021,8/23/2009,-573.51,Sell,Devpoint
677,AKBA,3680,928.34,891.26,6/7/2012,8/21/2009,-37.08,Buy,Wikivu
678,FCB,5553,397.8,65.06,1/22/2001,9/2/2002,-332.74,Sell,Pixope
679,KOOL,2629,398.16,25.74,9/25/2011,6/9/2003,-372.42,Sell,Edgeblab
680,OUT,3326,509.63,734.79,1/31/2007,9/1/2007,225.16,Sell,Photobug
681,ADUS,3865,682.33,892.64,9/27/2014,12/31/2007,210.31,Sell,Quimm
682,CX,623,521.01,77.33,4/2/2001,7/24/2009,-443.68,Buy,Yotz
683,OMF,7072,619.55,891.41,3/17/2018,10/5/2001,271.86,Buy,Brightbean
684,NNN^F,8631,957.18,39.61,6/14/2012,7/13/2009,-917.57,Buy,Vinte
685,BSF,2456,635.95,673.96,9/20/2005,9/1/2011,38.01,Buy,Jabbersphere
686,GEC,6903,735.22,108.16,7/31/2015,6/17/2011,-627.06,Sell,Tagopia
687,PVTD,4437,777.05,139.9,8/5/2001,5/17/2016,-637.15,Buy,Layo
688,EDU,3456,101.57,49.76,2/4/2015,12/6/2015,-51.81,Sell,Edgewire
689,UNT,6068,329.44,913.28,3/17/2002,1/9/2001,583.84,Sell,Fanoodle
690,AMSF,8693,563.1,287.88,5/10/2010,5/10/2009,-275.22,Buy,Dynabox
691,PEBK,7019,808.65,156.95,10/11/2013,4/15/2021,-651.7,Buy,Voomm
692,CNET,3113,249.55,938.53,10/30/2012,11/27/2001,688.98,Buy,Yakidoo
693,VIV,2295,938.66,787.64,8/7/2000,8/17/2014,-151.02,Sell,Linkbridge
694,ELP,1197,816.82,485.13,8/26/2017,2/19/2009,-331.69,Buy,Zoomdog
695,MTFBW,5725,229.18,14.21,1/15/2003,7/17/2006,-214.97,Buy,Camido
696,FFIC,8078,139.26,642.39,3/27/2007,8/31/2022,503.13,Buy,Skibox
697,QLC,5107,136.66,125.57,8/26/2014,9/14/2017,-11.09,Buy,Vipe
698,IFGL,4484,312.24,141.07,12/16/2019,11/11/2005,-171.17,Sell,Skalith
699,APEI,3711,820.93,493.73,5/30/2008,8/24/2005,-327.2,Buy,Yodoo
700,SQZZ,2093,755.12,349.19,8/31/2007,10/15/2020,-405.93,Buy,Edgetag
701,CRWS,8809,376.01,835.45,12/9/2005,1/28/2008,459.44,Sell,Kimia
702,EVAR,9587,305.3,841.87,5/18/2009,7/6/2008,536.57,Buy,Yakitri
703,RF^B,6399,70.01,65.18,6/2/2003,1/24/2009,-4.83,Buy,Kazio
704,EVOL,2624,430.32,589.58,11/5/2017,3/3/2001,159.26,Sell,Quire
705,SNR,7977,506.23,730.87,6/25/2000,10/8/2016,224.64,Sell,Browseblab
706,JCAP,8388,183.96,164.55,5/1/2005,3/27/2016,-19.41,Buy,Topdrive
707,KKR,1116,518.68,226.22,12/2/2014,1/2/2009,-292.46,Sell,Photobug
708,EMCF,2532,442.71,538.91,9/9/2022,12/15/2012,96.2,Buy,Skyba
709,EXPE,6050,554.24,588.7,9/1/2016,7/8/2001,34.46,Buy,Skynoodle
710,NSM,3564,174.69,954.75,4/9/2019,12/23/2015,780.06,Sell,Oodoo
711,USAC,319,792.77,298.1,8/26/2017,8/21/2005,-494.67,Sell,Skyble
712,APC,7160,929.37,570.98,2/7/2007,2/10/2021,-358.39,Buy,Jaxnation
713,VCSH,9053,28.42,454.23,1/14/2003,2/17/2017,425.81,Sell,Flashpoint
714,ELGX,8268,471.32,656.27,10/7/2010,2/19/2006,184.95,Buy,Flashdog
715,CHK,8165,352.59,8.3,11/28/2005,9/26/2022,-344.29,Buy,Yakijo
716,CBM,6494,515.56,482.99,6/7/2004,2/9/2014,-32.57,Buy,Babbleblab
717,MS^F,6855,746.19,715.39,12/10/2002,12/5/2006,-30.8,Buy,Thoughtmix
718,LPI,3456,806.04,155.4,11/27/2021,1/21/2014,-650.64,Buy,Voonyx
719,SUI^A,5086,62.18,519.38,11/25/2021,8/14/2018,457.2,Sell,Devify
720,ARC,6988,578.32,679.28,5/16/2000,5/4/2017,100.96,Buy,Dabshots
721,MDT,9087,534.74,519.3,1/2/2009,10/24/2003,-15.44,Buy,Photobug
722,XLRN,5827,455.24,882.7,3/10/2020,7/29/2022,427.46,Sell,Izio
723,DNBF,6534,961.99,796.01,5/1/2014,12/5/2003,-165.98,Buy,Skajo
724,SALT,3782,567.68,843.29,5/2/2000,2/7/2022,275.61,Sell,Avaveo
725,CDL,359,585.7,183.39,1/20/2014,8/3/2021,-402.31,Buy,Youspan
726,BERY,3190,324.97,101.63,7/22/2022,12/2/2014,-223.34,Sell,Skynoodle
727,GWRE,3588,667.56,97.1,1/14/2003,10/1/2020,-570.46,Buy,Yabox
728,FBIZ,3710,50.75,419.74,3/17/2017,11/18/2007,368.99,Sell,Skyble
729,OBSV,7161,218.83,598.45,12/12/2014,4/3/2003,379.62,Buy,Zoombox
730,BRID,8159,229.96,161.64,10/1/2021,1/21/2012,-68.32,Buy,Eimbee
731,MBII,4187,353.21,594.85,10/29/2001,11/16/2014,241.64,Sell,Flipopia
732,BTZ,2146,885.32,330.86,8/8/2014,10/27/2010,-554.46,Buy,Yotz
733,NVFY,3232,207.85,817.63,2/15/2018,4/14/2006,609.78,Buy,Meemm
734,KTCC,4718,528.27,842.43,2/13/2004,8/24/2002,314.16,Buy,Devpoint
735,PGEM,1028,96.37,623.34,10/20/2009,10/29/2014,526.97,Sell,Quinu
736,AROC,5279,716.85,471.51,1/15/2013,8/5/2007,-245.34,Buy,Twitternation
737,BBH,8820,794.13,293.52,4/10/2007,2/20/2016,-500.61,Sell,Lazzy
738,BBSI,9381,40.89,601.26,9/24/2019,12/21/2008,560.37,Buy,Eamia
739,AHL,504,410.46,237.89,5/30/2010,8/13/2003,-172.57,Buy,Nlounge
740,WYIGW,8335,816.63,99.25,5/23/2017,11/19/2000,-717.38,Buy,Teklist
741,GCAP,2052,822.5,457.59,5/7/2004,5/28/2006,-364.91,Sell,Avamba
742,URGN,6484,219.55,360.07,8/11/2000,9/30/2021,140.52,Buy,Linkbridge
743,CBRL,1616,553.82,949.13,1/30/2019,3/28/2008,395.31,Sell,Edgepulse
744,COO,8134,240.7,881.45,7/13/2010,1/22/2014,640.75,Buy,Oyoloo
745,VR^A,5412,766.27,702.54,2/28/2014,9/20/2001,-63.73,Buy,Fivechat
746,ALIM,2526,184.78,228.93,6/24/2015,3/19/2005,44.15,Sell,Yamia
747,JMPC,8113,440.65,774.57,1/25/2016,3/5/2007,333.92,Sell,Camimbo
748,QVCA,2821,371.82,514.59,4/27/2020,10/9/2003,142.77,Buy,Eabox
749,MGNX,3076,79.84,858.29,9/5/2011,11/25/2015,778.45,Sell,Oba
750,SITO,1797,160.09,841.34,2/9/2004,4/23/2018,681.25,Buy,Meetz
751,STRS,1487,687.17,326.53,11/26/2010,4/17/2013,-360.64,Sell,Divape
752,JDD,2643,770.59,727.32,4/1/2017,2/5/2014,-43.27,Sell,Ntag
753,CLNS^F.CL,5710,564.31,596.98,5/21/2000,6/20/2018,32.67,Sell,Yombu
754,ESNT,5409,646.32,458.56,5/27/2008,7/20/2014,-187.76,Buy,Kamba
755,WDC,8977,248.28,963.55,1/27/2015,9/7/2013,715.27,Sell,Thoughtsphere
756,TPC,5029,849.53,612.63,10/2/2022,11/18/2012,-236.9,Buy,Dynabox
757,LMRK,8549,105.62,429.81,3/26/2007,12/13/2002,324.19,Sell,Skyble
758,VFC,4233,318.83,923.57,8/9/2004,11/23/2001,604.74,Sell,Jabbercube
759,HTY,8026,9.03,191.11,11/23/2020,3/15/2002,182.08,Buy,Edgepulse
760,BABA,5092,499.39,254.93,4/7/2011,11/18/2021,-244.46,Buy,Podcat
761,LCII,757,901.36,750.14,3/27/2019,6/23/2008,-151.22,Buy,Thoughtbeat
762,COF^F,1009,742.43,100.63,1/20/2004,5/18/2017,-641.8,Buy,Twimm
763,BXC,4379,0.02,948.94,4/19/2011,11/17/2022,948.92,Buy,Kamba
764,INAP,5646,804.64,653.78,4/13/2012,1/4/2007,-150.86,Buy,Lajo
765,WGP,1322,356.29,159.19,3/3/2021,5/2/2019,-197.1,Buy,Twitterlist
766,CX,2386,998.18,30.08,8/21/2018,4/10/2020,-968.1,Sell,Oyoba
767,AUBN,4254,451.99,380.97,1/26/2006,7/5/2022,-71.02,Buy,Flashspan
768,RARE,6602,625.07,262.31,11/4/2020,2/2/2009,-362.76,Sell,Izio
769,EHI,7277,494.69,484.09,8/17/2020,7/28/2010,-10.6,Buy,Browseblab
770,MDT,2577,668.26,255.81,6/29/2010,4/28/2001,-412.45,Buy,Realpoint
771,SYNT,2081,662.34,904.26,5/23/2014,7/4/2011,241.92,Buy,Edgetag
772,GEK,2577,375.78,831.75,7/22/2021,8/2/2004,455.97,Buy,Voomm
773,SNOW,5061,147.2,783.04,1/8/2004,8/3/2007,635.84,Sell,JumpXS
774,FCSC,9979,248.83,719.8,8/11/2013,11/6/2000,470.97,Sell,BlogXS
775,FRGI,9158,449.08,419.9,11/4/2003,10/15/2000,-29.18,Sell,Camimbo
776,TAP,8424,838.31,458.35,3/26/2004,9/19/2014,-379.96,Sell,Wordtune
777,SPI,5516,776.38,197.57,7/25/2009,4/30/2006,-578.81,Sell,Youtags
778,CRY,5471,237.42,450.25,4/17/2013,12/20/2013,212.83,Buy,Gabtype
779,LTBR,7843,5.75,19.06,3/30/2017,12/30/2021,13.31,Sell,Twinder
780,ESND,9582,410.34,85.72,4/18/2008,5/27/2007,-324.62,Buy,Gabcube
781,NBN,8890,111.43,299.22,7/3/2002,3/4/2011,187.79,Buy,Roodel
782,JASO,3060,296.5,546.61,10/11/2009,5/24/2001,250.11,Buy,Gigabox
783,TEAR,8602,544.68,185.48,1/10/2022,9/11/2017,-359.2,Sell,Bubbletube
784,TSE,3186,92.76,484.47,7/14/2014,9/26/2009,391.71,Buy,Realmix
785,SR,3525,898.59,154.3,9/30/2003,11/18/2004,-744.29,Buy,Lajo
786,CTG,7976,586.36,334.21,9/17/2005,3/27/2021,-252.15,Buy,Cogidoo
787,REXR^A,7474,368.8,950.09,6/7/2008,1/9/2005,581.29,Sell,Vidoo
788,HBANP,235,131.04,385.84,8/22/2001,5/27/2011,254.8,Sell,Realcube
789,SBPH,8961,383.83,511.14,2/12/2011,12/19/2011,127.31,Buy,Wikizz
790,IBP,8248,643.01,647.65,11/4/2018,6/22/2009,4.64,Buy,Trunyx
791,GRC,7479,13.46,365.53,3/20/2004,11/9/2011,352.07,Sell,Mybuzz
792,FCH^A,1817,867.24,852.09,12/30/2020,4/15/2022,-15.15,Sell,Oba
793,NCR,2143,295.1,352.96,6/6/2007,9/23/2015,57.86,Sell,Gabspot
794,NOM,4160,41.41,881.7,4/2/2003,3/5/2010,840.29,Buy,Flashpoint
795,CADC,3518,113.09,328.63,7/7/2009,11/15/2009,215.54,Buy,Geba
796,MSG,1964,646.26,309.85,3/3/2007,12/11/2005,-336.41,Sell,Trunyx
797,RCMT,1133,537.25,120.08,9/5/2019,5/29/2008,-417.17,Buy,Zoomlounge
798,NMR,3322,677.13,342.66,4/21/2004,11/18/2021,-334.47,Buy,Buzzdog
799,MUE,8052,766.56,185.46,4/21/2008,9/21/2005,-581.1,Buy,Vidoo
800,EIX,9195,330.22,2.48,5/11/2011,11/15/2016,-327.74,Buy,Realbuzz
801,WHR,4545,689.01,432.05,2/8/2015,8/23/2015,-256.96,Buy,Rhynoodle
802,BBY,4666,797.03,801.57,2/7/2017,5/20/2016,4.54,Buy,Mynte
803,SSNI,391,851.67,390.84,10/26/2006,1/24/2018,-460.83,Buy,Podcat
804,HSEA,5781,702.38,165.58,3/18/2011,1/6/2001,-536.8,Sell,Avavee
805,NOMD,800,543.16,703.45,12/25/2007,9/16/2022,160.29,Sell,JumpXS
806,NR,4827,636.05,205.58,3/9/2004,9/15/2004,-430.47,Buy,Thoughtstorm
807,CAB,1203,225.84,150.77,9/29/2004,2/10/2006,-75.07,Buy,Quire
808,GNTY,7049,124.46,50.17,6/7/2007,2/11/2010,-74.29,Buy,Feedspan
809,GGB,8900,935.44,556.75,3/17/2002,4/21/2020,-378.69,Sell,Bluezoom
810,SD,917,778.09,232.35,8/24/2018,10/27/2001,-545.74,Buy,Oyoloo
811,SFS,6386,759.4,356.03,11/2/2021,2/26/2018,-403.37,Buy,Blogpad
812,TTM,9093,995.65,190.28,2/6/2012,8/25/2018,-805.37,Sell,Pixonyx
813,VEON,7259,495.35,70.09,11/20/2015,9/14/2019,-425.26,Buy,Tanoodle
814,DS^D,6011,862.87,615.79,12/4/2001,1/28/2002,-247.08,Sell,Yata
815,FMCIU,9123,456.1,125.49,9/29/2022,3/5/2011,-330.61,Buy,Youspan
816,TEGP,7377,743.69,25.33,9/1/2019,11/19/2006,-718.36,Sell,Babbleopia
817,IXYS,8430,137.52,74.41,8/19/2020,9/6/2008,-63.11,Buy,Vinder
818,ARWR,8007,970.13,279.63,11/29/2014,6/17/2015,-690.5,Sell,Blognation
819,NANO,6078,66.93,849.61,7/22/2006,10/28/2016,782.68,Buy,Jaxnation
820,CVGI,239,394.06,342.77,10/27/2013,2/26/2022,-51.29,Sell,Blogspan
821,UBNT,979,614.01,276.21,1/25/2015,8/12/2011,-337.8,Sell,Oba
822,KTCC,8978,197.81,376.14,10/10/2016,4/8/2014,178.33,Sell,Bluezoom
823,NLS,9763,234.89,749.9,10/20/2013,3/22/2016,515.01,Sell,Jayo
824,XCO,1510,906.28,525.98,3/27/2017,3/4/2015,-380.3,Sell,Devpulse
825,PIM,4207,455.77,744.09,12/18/2018,8/5/2022,288.32,Sell,Realbridge
826,RCON,6522,545.82,756.67,9/30/2015,8/17/2010,210.85,Buy,Mydeo
827,RF^B,3792,391.1,853.83,2/21/2020,9/13/2001,462.73,Buy,Oozz
828,LLL,9550,326.75,603.79,8/13/2015,5/7/2009,277.04,Buy,Jaloo
829,CMTL,1572,374.5,878.17,11/11/2017,10/23/2010,503.67,Sell,Yakidoo
830,SYPR,2535,50.65,856.42,10/3/2003,6/12/2001,805.77,Buy,Muxo
831,ALIM,2227,199.34,852.09,12/4/2002,6/1/2011,652.75,Sell,Photobean
832,DKT,8997,502.21,370.76,2/26/2018,2/25/2015,-131.45,Sell,Layo
833,GRPN,7867,261.1,334.3,3/30/2020,3/16/2022,73.2,Sell,Jabberbean
834,JW.A,6017,725.5,475.93,3/28/2021,5/4/2018,-249.57,Sell,Linkbridge
835,MIC,5982,121.92,178.29,3/28/2009,9/22/2004,56.37,Buy,Jaxworks
836,GBCI,3809,878.46,998.9,6/10/2003,9/4/2000,120.44,Sell,Meevee
837,PFS,1462,462.65,125.24,4/9/2020,8/16/2020,-337.41,Sell,Tagopia
838,AGR,615,292.39,213.9,4/22/2001,4/2/2002,-78.49,Sell,Eayo
839,CARO,9226,429.14,579.57,5/7/2011,9/10/2012,150.43,Sell,Vinte
840,GFNCP,8075,232.6,803.47,1/14/2013,4/26/2009,570.87,Sell,Zoonder
841,AGND,9837,725.92,370.57,5/4/2019,11/25/2007,-355.35,Buy,Divanoodle
842,MNDO,2581,735.12,296.26,4/18/2020,1/17/2003,-438.86,Sell,Fivespan
843,RVSB,5139,86.31,113.43,11/10/2012,5/28/2010,27.12,Buy,Bubblemix
844,NEWR,9127,503.61,9.48,9/23/2012,4/7/2021,-494.13,Sell,Voolia
845,MIXT,3098,5.67,434.36,8/31/2020,10/26/2022,428.69,Buy,Thoughtstorm
846,CYRN,4717,28.55,543.86,6/15/2014,2/1/2006,515.31,Buy,Realcube
847,LRN,2974,980.2,771.31,9/11/2019,9/23/2010,-208.89,Buy,Jabbertype
848,CTXS,7103,812.31,471.92,7/18/2011,8/23/2006,-340.39,Buy,Layo
849,LKQ,7579,706.92,143.96,11/8/2009,11/1/2022,-562.96,Sell,Devcast
850,RBS^H,8782,570.48,810.2,11/29/2012,10/25/2016,239.72,Buy,Jaloo
851,MMYT,5731,394.22,277.16,4/12/2014,2/22/2017,-117.06,Sell,Skynoodle
852,SSW^H,8968,294.4,269.1,12/23/2011,3/19/2001,-25.3,Buy,Wikizz
853,GEF,5661,85.75,65.52,12/13/2016,11/28/2001,-20.23,Sell,Meemm
854,UNFI,8232,836.78,217.55,12/18/2019,7/29/2015,-619.23,Buy,Gabvine
855,TNH,57,79.53,879.04,3/23/2004,8/21/2020,799.51,Sell,Eire
856,VZ,8823,938.01,951.44,9/12/2012,10/14/2001,13.43,Buy,Meevee
857,NLY^E,2261,364.94,103.33,3/2/2008,1/16/2014,-261.61,Sell,Zoomcast
858,SYNL,1634,769.53,569.65,9/20/2017,12/4/2022,-199.88,Buy,Voonte
859,ITT,4216,664.26,272.84,7/25/2013,8/17/2000,-391.42,Sell,JumpXS
860,IDSA,3568,633.73,409.01,4/12/2007,9/5/2003,-224.72,Sell,Wikibox
861,PGNX,8024,390.76,159.01,12/8/2016,6/17/2014,-231.75,Buy,Gigabox
862,EXPE,9479,378.82,131.52,1/18/2019,5/6/2014,-247.3,Buy,Devshare
863,CNX,8017,324.92,921.35,4/13/2004,7/22/2006,596.43,Buy,Roombo
864,PRTY,4499,598.64,830.32,1/4/2007,2/6/2012,231.68,Sell,Meedoo
865,CSWC,8469,787.56,410.02,3/27/2020,6/1/2021,-377.54,Buy,Youfeed
866,AQMS,3739,26.03,537.48,6/24/2006,5/26/2013,511.45,Sell,Browsecat
867,ADOM,1975,721.11,628.68,11/5/2005,5/29/2017,-92.43,Buy,Flashset
868,KOP,6957,692.68,658.98,3/25/2018,4/9/2015,-33.7,Buy,Youspan
869,CGO,497,261.27,337.23,1/11/2010,12/25/2017,75.96,Sell,Jamia
870,KWN,6427,800.11,146.46,5/18/2018,2/25/2018,-653.65,Sell,Photobug
871,POST,2808,14.56,43.92,3/7/2001,5/10/2001,29.36,Sell,Buzzdog
872,HMN,1481,304.05,332.07,8/3/2021,1/19/2010,28.02,Sell,Bubblemix
873,KRMA,9125,296.77,33.97,4/30/2014,10/15/2004,-262.8,Sell,Thoughtmix
874,AHT^F,2079,3.41,36.0,3/21/2006,10/18/2011,32.59,Sell,Photobug
875,PEGI,9717,544.84,194.26,8/16/2017,7/12/2003,-350.58,Buy,Skimia
876,WIRE,9048,61.51,880.29,7/17/2015,9/12/2018,818.78,Buy,Gigashots
877,MTSI,5854,793.52,507.14,2/2/2009,3/18/2011,-286.38,Sell,Reallinks
878,INXN,2003,723.97,527.81,7/12/2017,1/9/2001,-196.16,Buy,Zoomcast
879,GBL,1612,163.01,576.77,5/29/2000,6/4/2018,413.76,Sell,Topicblab
880,ECOL,358,276.49,614.85,7/8/2008,8/13/2003,338.36,Sell,Meeveo
881,ENDP,8688,586.05,797.39,1/10/2006,6/9/2012,211.34,Sell,Twitterworks
882,FHY,3041,957.65,147.72,3/30/2009,4/28/2011,-809.93,Sell,Edgeblab
883,TDG,982,818.45,832.73,11/2/2007,5/18/2010,14.28,Buy,Flashspan
884,MNKD,4929,369.05,646.82,5/10/2022,11/6/2012,277.77,Sell,Roombo
885,AVHI,6540,772.78,780.0,12/10/2022,10/8/2008,7.22,Sell,Jamia
886,FONE,6989,24.08,687.46,2/10/2012,2/9/2001,663.38,Sell,Twiyo
887,GSBD,6405,189.27,643.22,12/24/2015,7/14/2017,453.95,Buy,Nlounge
888,SCHL,7366,663.48,232.93,10/17/2017,11/7/2022,-430.55,Buy,Voonte
889,PRTK,6555,727.16,816.47,5/8/2022,1/17/2012,89.31,Sell,Realmix
890,USOI,9202,288.44,604.52,2/23/2011,9/6/2000,316.08,Buy,Gigazoom
891,IP,1122,870.14,897.81,2/18/2007,4/27/2017,27.67,Buy,Aimbu
892,KNDI,5715,223.9,544.98,3/28/2014,11/29/2006,321.08,Buy,Yakitri
893,PCBK,432,548.56,451.16,7/11/2005,1/7/2018,-97.4,Buy,Yodoo
894,CAR,5163,978.34,249.89,9/4/2008,4/27/2013,-728.45,Sell,Tanoodle
895,DFS^B,5834,747.27,30.75,4/10/2005,12/1/2022,-716.52,Sell,Centimia
896,NSC,2240,200.11,906.59,1/26/2010,4/5/2007,706.48,Sell,Kimia
897,QGEN,4792,334.49,827.65,10/13/2010,8/14/2014,493.16,Buy,Fadeo
898,GUT^C,2346,535.31,144.15,12/7/2016,3/14/2001,-391.16,Sell,Camido
899,RDIB,4654,534.65,597.77,11/11/2022,8/30/2003,63.12,Buy,Nlounge
900,FAM,2406,738.49,714.66,8/30/2004,6/23/2001,-23.83,Sell,Yambee
901,FTV,1969,688.69,804.88,1/15/2020,4/2/2008,116.19,Buy,Kanoodle
902,BELFA,5541,199.09,314.71,7/30/2011,6/9/2019,115.62,Buy,Voonix
903,BOTJ,6984,512.74,82.07,3/25/2021,4/20/2009,-430.67,Buy,Yakitri
904,CENX,3188,644.53,209.9,3/29/2016,5/6/2001,-434.63,Sell,Jetwire
905,HYXE,4060,333.31,361.88,10/31/2000,5/18/2021,28.57,Sell,Wikibox
906,GS^D,7337,368.77,788.47,1/8/2020,2/23/2003,419.7,Buy,Plajo
907,UPL,9908,103.11,293.25,12/8/2007,3/4/2011,190.14,Sell,Wikizz
908,STLRU,2871,927.07,526.71,5/28/2005,7/17/2002,-400.36,Sell,Lajo
909,NAV,4064,292.35,482.45,5/28/2011,1/24/2003,190.1,Buy,Pixonyx
910,SOFO,170,937.04,285.76,2/13/2005,4/10/2019,-651.28,Buy,Shufflester
911,NCSM,5353,638.2,506.94,3/26/2008,12/20/2008,-131.26,Buy,Voonder
912,SLM,4812,565.71,0.6,3/31/2014,5/24/2012,-565.11,Sell,Dazzlesphere
